Root ID,Top in/out region,Community labels,Predicted NT type,Predicted NT confidence,Verified NT type,Verified Neuropeptide,Body Part,Function,Flow,Super Class,Class,Sub Class,Hemilineage,Nerve,Soma side,Primary Cell Type,Alternative Cell Type(s),Cable length (nm),Surface area (nm^2),Volume (nm^3)
10176,g10176,"statusLabel: Roughly traced,supertype: 10176",ACH,0.95,,,,,,cb_intrinsic,ALPN,,ALl1_ventral,,right,DM1_lPN,DM1_lPN,,,
10177,g10177,"mancBodyid: 10138,statusLabel: Prelim Roughly traced,supertype: 10177",ACH,0.95,,,,,,descending_neuron,,xl,putative_primary,,left,DNg16,DNg16,,,
10178,g10170,"flywireType: MeMe_e07,statusLabel: Roughly traced,supertype: 10170,synonyms: Cachero 2010: aIP-f; Yu 2010: pMP7",GLUT,0.78,,,,,,visual_projection,,,VPNl&d1_lateral,,left,MeVPMe2,MeVPMe2,,,
10180,g10180,"flywireType: AN_multi_12,mancBodyid: 10512,statusLabel: Prelim Roughly traced",GLUT,0.79,,,,,,ascending_neuron,,BA,02A,,right,AN02A002,AN02A002,,,
10181,g10015,"statusLabel: Roughly traced,supertype: 10015",ACH,0.83,,,,,,visual_projection,,,putative_primary,,left,HSN,HSN,,,
10182,g10182,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T2,T2,,,
10184,g10184,"flywireType: CB0580,statusLabel: Roughly traced",GABA,0.84,,,,,,cb_intrinsic,,,putative_primary,,left,CL366,CL366,,,
10185,g,"instance: OA-VUMa8_M,statusLabel: Roughly traced,supertype: 10185",OCT,0.86,,,,,,cb_intrinsic,,,MX0__prim,,center,OA-VUMa8,OA-VUMa8,,,
10186,g10186,statusLabel: Roughly traced,ACH,0.93,,,,,,cb_intrinsic,,,putative_primary,,left,CL361,CL361,,,
10187,g10187,statusLabel: Roughly traced,OCT,0.78,,,,,,cb_intrinsic,,,putative_primary,,right,OA-VPM3,OA-VPM3,,,
10188,g10188,"flywireType: cL15,hemibrainType: PLP014,statusLabel: Roughly traced",GABA,0.88,,,,,,visual_centrifugal,,,putative_primary,,right,LoVC6,LoVC6,,,
10189,g10170,"flywireType: MeMe_e07,statusLabel: Roughly traced,supertype: 10170,synonyms: Cachero 2010: aIP-f; Yu 2010: pMP7",GLUT,0.74,,,,,,visual_projection,,,VPNl&d1_lateral,,right,MeVPMe2,MeVPMe2,,,
10190,g10170,"flywireType: MeMe_e07,statusLabel: Roughly traced,supertype: 10170,synonyms: Cachero 2010: aIP-f; Yu 2010: pMP7",GLUT,0.83,,,,,,visual_projection,,,VPNl&d1_lateral,,right,MeVPMe2,MeVPMe2,,,
10191,g10191,"flywireType: CB0519,statusLabel: Roughly traced",ACH,0.95,,,,,,cb_intrinsic,,,putative_primary,,right,GNG661,GNG661,,,
10192,g10192,"hemibrainType: hb1874217622,instance: DNg75(hb1874217622),mancBodyid: 11264,statusLabel: Prelim Roughly traced,synonyms: Sapkal 2024: cDN1",ACH,0.96,,,,,,descending_neuron,,xl,putative_primary,,left,DNg75,DNg75,,,
10193,g10193,"statusLabel: Roughly traced,supertype: 10193",ACH,0.94,,,,,,cb_intrinsic,,,LALv1_ventral,,left,CB2207,CB2207,,,
10194,g10194,"statusLabel: Roughly traced,supertype: 10194",ACH,0.61,,,,,,cb_intrinsic,,,LHp2,,left,CB2377,CB2377,,,
10195,g10195,"hemibrainType: NPFP1,instance: DNp29(NPFP1),mancBodyid: 18388,statusLabel: Roughly traced,synonyms: Scheffer 2020: NPF1",SER,0.69,,,,,,descending_neuron,,xn,putative_primary,,right,DNp29,DNp29,,,
10196,g10196,"statusLabel: Roughly traced,supertype: 10196",GLUT,0.8,,,,,,cb_intrinsic,,,LB3,,right,CB0530,CB0530,,,
10197,g10117,"mancBodyid: 10331,statusLabel: Prelim Roughly traced,supertype: 10117,synonyms: Matsuo 2016: P3b",ACH,0.92,,,,,,descending_neuron,,lt,SMPpv2_ventral,,left,DNp02,DNp02,,,
10198,g,"statusLabel: Prelim Roughly traced,supertype: 10198",ACH,0.94,,,,,,cb_intrinsic,ALPN,,ALad1__prim,,right,VA7l_adPN,VA7l_adPN,,,
10199,g10199,"flywireType: AN_AVLP_45,instance: AN10B022(10199),mancBodyid: 12131,statusLabel: Prelim Roughly traced",ACH,0.89,,,,,,ascending_neuron,,BA,10B,,right,AN10B022,AN10B022,,,
10200,g10200,"statusLabel: Prelim Roughly traced,supertype: 10149",ACH,0.94,,,,,,visual_projection,,,LHl4_posterior,,left,LT87,LT87,,,
10201,g10201,"instance: lLN2T_c(Tortuous),statusLabel: Prelim Roughly traced,supertype: 10096",ACH,0.72,,,,,,cb_intrinsic,ALLN,,ALl1_dorsal,,right,lLN2T_c,lLN2T_c,,,
10202,g10202,"flywireType: CB0626,hemibrainType: (hb5813083315),instance: GNG103(hb5813083315),statusLabel: Roughly traced",GABA,0.82,,,,,,cb_intrinsic,,,putative_primary,,right,GNG103,GNG103,,,
10203,g,"statusLabel: Prelim Roughly traced,supertype: 10101",GABA,0.86,,,,,,cb_intrinsic,,,FLAa1,,left,PS100,PS100,,,
10204,g10204,statusLabel: Prelim Roughly traced,OCT,0.9,,,,,,visual_centrifugal,,,putative_primary,,left,OA-AL2i2,OA-AL2i2,,,
10205,g,"flywireType: CB3916,instance: GNG003_M,statusLabel: Roughly traced,supertype: 10205,synonyms: Cachero 2010: pSG-e",GABA,0.86,,,,,,cb_intrinsic,,,LB0,,center,GNG003,GNG003,,,
10206,g10006,"flywireType: VS1,VS2,VS3,VS4,VS5,VS6,VS7,VS8,statusLabel: Roughly traced,supertype: 10006",ACH,0.67,,,,,,visual_projection,,,no_lineage,,right,VS,VS,,,
10207,g10207,statusLabel: Roughly traced,ACH,0.94,,,,,,cb_intrinsic,,,putative_primary,,left,PS124,PS124,,,
10208,g10176,"statusLabel: Roughly traced,supertype: 10176",ACH,0.96,,,,,,cb_intrinsic,ALPN,,ALl1_ventral,,left,DM1_lPN,DM1_lPN,,,
10209,g10209,statusLabel: Roughly traced,GABA,0.78,,,,,,cb_intrinsic,,,primary,,right,LHPV12a1,LHPV12a1,,,
10210,g,"flywireType: LAL074,LAL084,statusLabel: Prelim Roughly traced,synonyms: fru-M-000206",GLUT,0.55,,,,,,cb_intrinsic,,,putative_primary,,right,LAL074,LAL074,,,
10211,g10211,"flywireType: cL06,hemibrainType: LAL118,statusLabel: Roughly traced",GABA,0.85,,,,,,visual_centrifugal,,,putative_primary,,right,LoVC9,LoVC9,,,
10212,g10212,"statusLabel: Roughly traced,synonyms: Cachero 2010: aDT-c",GABA,0.86,,,,,,cb_intrinsic,,,putative_primary,,left,AOTU042,AOTU042,,,
10213,g10213,"mancBodyid: 12965,mancType: DNxl112,statusLabel: Prelim Roughly traced",GLUT,0.83,,,,,,descending_neuron,,xl,putative_primary,,right,DNge083,DNge083,,,
10214,g10214,statusLabel: Roughly traced,GABA,0.86,,,,,,visual_projection,,,,,left,LPT50,LPT50,,,
10215,g10215,"hemibrainType: hb2035544474,statusLabel: Roughly traced",GABA,0.87,,,,,,cb_intrinsic,,,putative_primary,,right,CB0677,CB0677,,,
10216,g10216,"mancBodyid: 10535,mancType: DNxl014,statusLabel: Prelim Roughly traced,supertype: 10216",ACH,0.95,,,,,,descending_neuron,,xl,LB7__prim,,right,DNge037,DNge037,,,
10217,g10217,"flywireType: pC1b,hemibrainType: pC1b,statusLabel: Roughly traced,supertype: 10217,synonyms: Lee 2002, Rideout 2010, Nojima 2021: pC1, Sten 2025: pC1x",ACH,0.95,,,,,,cb_intrinsic,,,DM4_dorsal,,left,pC1x_b,pC1x_b,,,
10218,g10218,"mancBodyid: 10476,statusLabel: Prelim Roughly traced",ACH,0.93,,,,,,descending_neuron,,xl,putative_primary,,right,DNg35,DNg35,,,
10219,g10219,statusLabel: Roughly traced,ACH,0.95,,,,,,cb_intrinsic,,,putative_primary,,left,AOTU023,AOTU023,,,
10220,g10029,"flywireType: cL21,hemibrainType: PVLP132,statusLabel: Roughly traced",GLUT,0.83,,,,,,visual_centrifugal,,,putative_primary,,left,LoVC16,LoVC16,,,
10221,g10216,"mancBodyid: 10562,mancType: DNxl014,statusLabel: Prelim Roughly traced,supertype: 10216",ACH,0.94,,,,,,descending_neuron,,xl,LB7__prim,,left,DNge037,DNge037,,,
10222,g10107,"flywireType: OA-AL2b2,hemibrainType: aMe14b,statusLabel: Roughly traced",ACH,0.93,,,,,,visual_centrifugal,,,putative_primary,,right,MeVCMe1,MeVCMe1,,,
10223,g10223,"hemibrainType: PVLP146,instance: DNpe056(PVLP146),mancBodyid: 11298,mancType: DNxn168,statusLabel: Roughly traced",ACH,0.95,,,,,,descending_neuron,,xn,putative_primary,,left,DNpe056,DNpe056,,,
10224,g10224,statusLabel: Roughly traced,GABA,0.85,,,,,,cb_intrinsic,,,putative_primary,,left,AVLP001,AVLP001,,,
10226,g10226,"hemibrainType: aMe14a,statusLabel: Prelim Roughly traced,supertype: 10226",OCT,0.86,,,,,,visual_centrifugal,,,putative_primary,,left,OA-AL2i3,OA-AL2i3,,,
10228,g10228,"mancBodyid: 11221,statusLabel: Prelim Roughly traced,supertype: 10228,synonyms: Matsuo 2016: AMMC-Di5",ACH,0.95,,,,,,descending_neuron,,lt,SMPpv2_ventral,,left,DNp06,DNp06,,,
10229,g10229,"flywireType: LTe26,statusLabel: Prelim Roughly traced",ACH,0.94,,,,,,visual_projection,,,,,left,LoVP102,LoVP102,,,
10230,g10230,statusLabel: Roughly traced,ACH,0.96,,,,,,cb_intrinsic,,,putative_primary,,right,SIP136m,SIP136m,,,
10231,g,"statusLabel: Roughly traced,supertype: 10231",ACH,0.96,,,,,,visual_projection,,,VLPl2_lateral,,right,LT1b,LT1b,,,
10232,g10232,"flywireType: cL22c,hemibrainType: VES026,statusLabel: Roughly traced",GABA,0.85,,,,,,visual_centrifugal,,,putative_primary,,right,LoVC12,LoVC12,,,
10233,g10233,"statusLabel: Roughly traced,supertype: 10233",ACH,0.82,,,,,,cb_intrinsic,,,FLAa3,,right,SIP105m,SIP105m,,,
10234,g10234,"hemibrainType: PVLP136,instance: DNp35(PVLP136),mancBodyid: 15511,statusLabel: Prelim Roughly traced,supertype: 10234",ACH,0.95,,,,,,descending_neuron,,xn,SMPpv2_ventral,,left,DNp35,DNp35,,,
10235,g10002,"hemibrainType: OCG01,statusLabel: Roughly traced",ACH,0.96,,,,,,visual_projection,,,,,right,OCG01d,OCG01d,,,
10236,g10236,"mancBodyid: 11443,statusLabel: Prelim Roughly traced,supertype: 10236",GABA,0.85,,,,,,descending_neuron,,xn,MD3,,right,DNg99,DNg99,,,
10237,g10123,"mancBodyid: 13326,statusLabel: Prelim Roughly traced,synonyms: Scheunemann 2018: SPN",SER,0.84,,,,,,descending_neuron,,xn,putative_primary,,right,DNg30,DNg30,,,
10238,g10238,statusLabel: Roughly traced,ACH,0.96,,,,,,cb_intrinsic,,,putative_primary,,left,PLP012,PLP012,,,
10239,g10212,"statusLabel: Roughly traced,synonyms: Cachero 2010: aDT-c",GABA,0.87,,,,,,cb_intrinsic,,,putative_primary,,right,AOTU042,AOTU042,,,
10240,g10240,"flywireType: WED092b,statusLabel: Prelim Roughly traced,supertype: 10240",ACH,0.94,,,,,,cb_intrinsic,,,LHp2,,left,WED092,WED092,,,
10241,g10224,statusLabel: Roughly traced,GABA,0.86,,,,,,cb_intrinsic,,,putative_primary,,right,AVLP001,AVLP001,,,
10242,g10040,statusLabel: Prelim Roughly traced,GLUT,0.7,,,,,,ol_intrinsic,,,,,left,Dm17,Dm17,,,
10243,g10243,"flywireType: CB0283,statusLabel: Roughly traced",GABA,0.88,,,,,,cb_intrinsic,,,putative_primary,,left,VES104,VES104,,,
10244,g10244,"hemibrainType: WED180,instance: DNp55(WED180),mancBodyid: 12257,statusLabel: Prelim Roughly traced",ACH,0.9,,,,,,descending_neuron,,xn,putative_primary,,left,DNp55,DNp55,,,
10245,g10245,"hemibrainType: CL342,instance: DNp36(CL342),mancBodyid: 12380,mancType: pIP9,statusLabel: Roughly traced,synonyms: Cachero 2010: pIP-h; Yu 2010: pIP9",GLUT,0.8,,,,,,descending_neuron,,xn,DM6_central1__prim,,right,DNp36,DNp36,,,
10246,g,"flywireType: CB3878,hemibrainType: (hb2316502686),instance: SAD096(hb2316502686)_M,statusLabel: Prelim Roughly traced,supertype: 10128",GABA,0.83,,,,,,cb_intrinsic,,,LB0,,center,SAD096,SAD096,,,
10247,g10131,"mancBodyid: 10103,mancType: DNg74,statusLabel: Prelim Roughly traced,supertype: 10124,synonyms: Sterne 2021: web",GABA,0.89,,,,,,descending_neuron,,xl,MX3,,left,DNg74_a,DNg74_a,,,
10248,g,"statusLabel: Prelim Roughly traced,supertype: 10231",ACH,0.96,,,,,,visual_projection,,,VLPl2_lateral,,left,LT1a,LT1a,,,
10249,g10249,"mancBodyid: 10428,statusLabel: Prelim Roughly traced",ACH,0.94,,,,,,descending_neuron,,ut,putative_primary,,left,DNp31,DNp31,,,
10250,g10149,"statusLabel: Roughly traced,supertype: 10149",ACH,0.95,,,,,,visual_projection,,,LHl4_posterior,,right,LT79,LT79,,,
10251,g10251,"flywireType: MTe41,statusLabel: Prelim Roughly traced",GABA,0.87,,,,,,visual_projection,,,,,left,MeVP53,MeVP53,,,
10252,g10252,statusLabel: Roughly traced,GLUT,0.8,,,,,,cb_intrinsic,,,putative_primary,,right,CL001,CL001,,,
10253,g10069,"flywireType: AN_multi_28,hemibrainType: PS299,instance: AN07B004(PS299),mancBodyid: 10613,statusLabel: Roughly traced",GABA,0.84,,,,,,ascending_neuron,,BA,07B,,left,AN07B004,AN07B004,,,
10254,g10096,"instance: lLN2F_a(Full),statusLabel: Prelim Roughly traced,supertype: 10096",GABA,0.52,,,,,,cb_intrinsic,ALLN,,ALl1_dorsal,,right,lLN2F_a,lLN2F_a,,,
10255,g10107,"flywireType: OA-AL2b2,hemibrainType: aMe14b,statusLabel: Roughly traced",ACH,0.93,,,,,,visual_centrifugal,,,putative_primary,,left,MeVCMe1,MeVCMe1,,,
10256,g10170,"flywireType: MeMe_e07,statusLabel: Roughly traced,supertype: 10170,synonyms: Cachero 2010: aIP-f; Yu 2010: pMP7",GLUT,0.74,,,,,,visual_projection,,,VPNl&d1_lateral,,left,MeVPMe2,MeVPMe2,,,
10257,g10017,statusLabel: Roughly traced,ACH,0.59,,,,,,cb_intrinsic,,,putative_primary,,left,AMMC-A1,AMMC-A1,,,
10258,g10258,statusLabel: Roughly traced,ACH,0.8,,,,,,cb_intrinsic,,,putative_primary,,right,PLP124,PLP124,,,
10259,g10106,"mancBodyid: 10122,statusLabel: Roughly traced,synonyms: Matsuo 2016: AMMC-Db3",ACH,0.93,,,,,,descending_neuron,,xn,putative_primary,,left,DNp11,DNp11,,,
10260,g10046,"flywireType: cM15,hemibrainType: PS125,statusLabel: Roughly traced,supertype: 10046",ACH,0.96,,,,,,visual_centrifugal,,,DM1_posterior,,right,MeVC11,MeVC11,,,
10261,g10261,statusLabel: Prelim Roughly traced,GLUT,0.75,,,,,,ol_intrinsic,,,,,left,Dm19,Dm19,,,
10262,g10262,statusLabel: Prelim Roughly traced,ACH,0.96,,,,,,cb_intrinsic,ALPN,BI,putative_primary,,left,V_ilPN,V_ilPN,,,
10263,g10263,"flywireType: CB0010,statusLabel: Roughly traced",GABA,0.83,,,,,,cb_intrinsic,,,putative_primary,,right,GNG300,GNG300,,,
10264,g10249,"mancBodyid: 10436,statusLabel: Prelim Roughly traced",ACH,0.95,,,,,,descending_neuron,,ut,putative_primary,,right,DNp31,DNp31,,,
10265,g10204,statusLabel: Prelim Roughly traced,OCT,0.9,,,,,,visual_centrifugal,,,putative_primary,,left,OA-AL2i2,OA-AL2i2,,,
10266,g10200,"statusLabel: Roughly traced,supertype: 10149",ACH,0.96,,,,,,visual_projection,,,LHl4_posterior,,right,LT87,LT87,,,
10267,g10267,"instance: MBON14(a3),statusLabel: Roughly traced,supertype: 10267",ACH,0.9,,,,,,cb_intrinsic,MBON,,FLAa2,,right,MBON14,MBON14,,,
10268,g10268,statusLabel: Roughly traced,GLUT,0.8,,,,,,cb_intrinsic,,,putative_primary,,left,CRE023,CRE023,,,
10269,g10204,statusLabel: Roughly traced,OCT,0.9,,,,,,visual_centrifugal,,,putative_primary,,right,OA-AL2i2,OA-AL2i2,,,
10271,g10271,"flywireType: Pm12,statusLabel: Prelim Roughly traced",GABA,0.87,,,,,,ol_intrinsic,,,,,left,Pm11,Pm11,,,
10272,g10170,"flywireType: MeMe_e07,statusLabel: Roughly traced,supertype: 10170,synonyms: Cachero 2010: aIP-f; Yu 2010: pMP7",GLUT,0.8,,,,,,visual_projection,,,VPNl&d1_lateral,,left,MeVPMe2,MeVPMe2,,,
10273,g10230,"mancBodyid: 28617,statusLabel: Roughly traced",ACH,0.96,,,,,,cb_intrinsic,,,putative_primary,,left,SIP136m,SIP136m,,,
10274,g10274,"mancBodyid: 10240,statusLabel: Prelim Roughly traced",GABA,0.87,,,,,,descending_neuron,,xl,putative_primary,,left,DNg108,DNg108,,,
10275,g10275,"flywireType: MeMe_e12,statusLabel: Roughly traced,supertype: 10275",ACH,0.82,,,,,,ol_intrinsic,ol_bilateral,,DM1_posterior,,right,MeVPMe13,MeVPMe13,,,
10276,g10276,"statusLabel: Prelim Roughly traced,supertype: 10067",GLUT,0.85,,,,,,visual_centrifugal,,,putative_primary,,left,aMe17c,aMe17c,,,
10277,g10017,statusLabel: Roughly traced,ACH,0.51,,,,,,cb_intrinsic,,,putative_primary,,right,AMMC-A1,AMMC-A1,,,
10278,g10050,statusLabel: Roughly traced,SER,0.79,,,,,,visual_centrifugal,,,putative_primary,,left,5-HTPMPV03,5-HTPMPV03,,,
10279,g10279,"flywireType: CB1231b,statusLabel: Roughly traced,supertype: 10279",GABA,0.79,,,,,,cb_intrinsic,,,WEDa1,,left,SAD113,SAD113,,,
10280,g10280,"hemibrainType: PS293,instance: DNp47(PS293),mancBodyid: 13764,statusLabel: Prelim Roughly traced",ACH,0.96,,,,,,descending_neuron,,xn,putative_primary,,right,DNp47,DNp47,,,
10281,g10274,"mancBodyid: 10058,statusLabel: Prelim Roughly traced",GABA,0.86,,,,,,descending_neuron,,xl,putative_primary,,right,DNg108,DNg108,,,
10282,g10040,statusLabel: Prelim Roughly traced,GLUT,0.71,,,,,,ol_intrinsic,,,,,left,Dm17,Dm17,,,
10283,g10283,"hemibrainType: PVLP119,instance: DNp103(PVLP119),mancBodyid: 13089,statusLabel: Roughly traced",ACH,0.96,,,,,,descending_neuron,,lt,putative_primary,,right,DNp103,DNp103,,,
10284,g10006,"flywireType: VS1,VS2,VS3,VS4,VS5,VS6,VS7,VS8,statusLabel: Roughly traced,supertype: 10006",ACH,0.78,,,,,,visual_projection,,,no_lineage,,right,VS,VS,,,
10285,g10285,statusLabel: Roughly traced,ACH,0.92,,,,,,cb_intrinsic,,,putative_primary,,left,CRE011,CRE011,,,
10286,g10286,"hemibrainType: SMP454,instance: DNpe053(SMP454),mancBodyid: 14999,mancType: DNxn177,statusLabel: Roughly traced",ACH,0.95,,,,,,descending_neuron,,xn,putative_primary,,left,DNpe053,DNpe053,,,
10287,g,"flywireType: CB3921,hemibrainType: (hb1822659562),instance: AVLP606(hb1822659562)_M,statusLabel: Roughly traced,supertype: 10287",GABA,0.83,,,,,,cb_intrinsic,,,LB0,,center,AVLP606,AVLP606,,,
10288,g10288,statusLabel: Roughly traced,GABA,0.72,,,,,,cb_intrinsic,,,putative_primary,,right,CB0582,CB0582,,,
10289,g,statusLabel: Prelim Roughly traced,GABA,0.88,,,,,,visual_centrifugal,,,putative_primary,,left,LT39,LT39,,,
10290,g10018,"statusLabel: Roughly traced,synonyms: fru-M-100201",GABA,0.88,,,,,,cb_intrinsic,,,putative_primary,,right,LAL138,LAL138,,,
10291,g10291,"flywireType: AN_multi_13,mancBodyid: 153991,statusLabel: Prelim Roughly traced",GABA,0.86,,,,,,ascending_neuron,,CA,06B,,right,AN06B007,AN06B007,,,
10292,g10159,"statusLabel: Roughly traced,supertype: 10159",,,,,,,,cb_intrinsic,,,putative_primary,,right,GNG702m,GNG702m,,,
10293,g10293,"flywireType: cL12,hemibrainType: IB011,statusLabel: Roughly traced",GABA,0.88,,,,,,visual_centrifugal,,,putative_primary,,left,LoVC3,LoVC3,,,
10294,g10294,"flywireType: cMLLP01,hemibrainType: PS064,instance: OLVC5(PS064),statusLabel: Roughly traced,supertype: 10294",ACH,0.95,,,,,,visual_centrifugal,,,LALv1_ventral,,left,OLVC5,OLVC5,,,
10295,g10295,"mancBodyid: 10210,statusLabel: Prelim Roughly traced,synonyms: Yu 2010: aDT8; Busch 2009: OA-VPM1",OCT,0.83,,,,,,descending_neuron,,xl,putative_primary,,left,DNg34,DNg34,,,
10296,g10296,"mancBodyid: 13804,mancType: DNxl131,statusLabel: Prelim Roughly traced",GABA,0.84,,,,,,descending_neuron,,xl,putative_primary,,right,DNge054,DNge054,,,
10297,g10147,statusLabel: Roughly traced,GABA,0.8,,,,,,cb_intrinsic,,,putative_primary,,right,LHAD1g1,LHAD1g1,,,
10298,g10275,"flywireType: MeMe_e12,statusLabel: Roughly traced,supertype: 10275",ACH,0.87,,,,,,ol_intrinsic,ol_bilateral,,DM1_posterior,,left,MeVPMe13,MeVPMe13,,,
10299,g10035,statusLabel: Roughly traced,GABA,0.73,,,,,,cb_intrinsic,,,putative_primary,,right,AstA1,AstA1,,,
10301,g10301,"mancBodyid: 11120,mancType: DNxl049,statusLabel: Prelim Roughly traced,synonyms: Sapkal 2024: BDN4",ACH,0.96,,,,,,descending_neuron,,xl,putative_primary,,left,DNge050,DNge050,,,
10302,g10302,"flywireType: Li31,hemibrainType: mALC1,statusLabel: Roughly traced",GABA,0.88,,,,,,ol_intrinsic,,,,,left,Li38,Li38,,,
10303,g10303,"flywireType: aMe17a2,hemibrainType: aMe17a,statusLabel: Roughly traced,supertype: 10067",GLUT,0.77,,,,,,visual_centrifugal,,,putative_primary,,right,aMe17e,aMe17e,,,
10304,g10304,"mancBodyid: 18252,mancType: DNxl085,statusLabel: Prelim Roughly traced,supertype: 10304",ACH,0.92,,,,,,descending_neuron,,xl,LB7__prim,,right,DNge041,DNge041,,,
10305,g10209,statusLabel: Roughly traced,GABA,0.78,,,,,,cb_intrinsic,,,primary,,left,LHPV12a1,LHPV12a1,,,
10306,g10303,"flywireType: aMe17a2,hemibrainType: aMe17a,statusLabel: Prelim Roughly traced,supertype: 10067",GLUT,0.83,,,,,,visual_centrifugal,,,putative_primary,,left,aMe17e,aMe17e,,,
10307,g,"instance: AVLP083(no left?),statusLabel: Prelim Roughly traced",GABA,0.81,,,,,,cb_intrinsic,,,putative_primary,,right,AVLP083,AVLP083,,,
10308,g10308,"flywireType: LPi14,statusLabel: Roughly traced",GABA,0.9,,,,,,ol_intrinsic,,,,,right,LPi12,LPi12,,,
10309,g,"statusLabel: Prelim Roughly traced,supertype: 10231",ACH,0.93,,,,,,visual_projection,,,VLPl2_lateral,,left,LT1b,LT1b,,,
10310,g10310,"flywireType: CB0779,statusLabel: Roughly traced",GABA,0.87,,,,,,cb_intrinsic,,,putative_primary,,right,GNG073,GNG073,,,
10311,g10006,"flywireType: VS1,VS2,VS3,VS4,VS5,VS6,VS7,VS8,statusLabel: Roughly traced,supertype: 10006",ACH,0.73,,,,,,visual_projection,,,no_lineage,,right,VS,VS,,,
10312,g10170,"flywireType: MeMe_e07,statusLabel: Roughly traced,supertype: 10170,synonyms: Cachero 2010: aIP-f; Yu 2010: pMP7",GLUT,0.83,,,,,,visual_projection,,,VPNl&d1_lateral,,right,MeVPMe2,MeVPMe2,,,
10313,g10135,statusLabel: Roughly traced,GABA,0.86,,,,,,descending_neuron,,,putative_primary,,right,DNge031,DNge031,,,
10314,g10314,"flywireType: cM16,hemibrainType: PS129,statusLabel: Roughly traced,supertype: 10046",ACH,0.97,,,,,,visual_centrifugal,,,DM1_posterior,,left,MeVC4b,MeVC4b,,,
10315,g10315,"flywireType: CB3707,statusLabel: Roughly traced,supertype: 10315",GABA,0.85,,,,,,cb_intrinsic,,,VESa1,,right,SAD073,SAD073,,,
10317,g10317,"flywireType: cLP05,hemibrainType: PS277,statusLabel: Roughly traced",GLUT,0.73,,,,,,visual_centrifugal,,,putative_primary,,left,LPT59,LPT59,,,
10318,g10314,"flywireType: cM16,hemibrainType: PS129,statusLabel: Roughly traced,supertype: 10046",ACH,0.97,,,,,,visual_centrifugal,,,DM1_posterior,,right,MeVC4b,MeVC4b,,,
10319,g10319,statusLabel: Roughly traced,GABA,0.76,,,,,,cb_intrinsic,,,putative_primary,,left,AVLP215,AVLP215,,,
10321,g10321,"statusLabel: Roughly traced,supertype: 10321",ACH,0.95,,,,,,cb_intrinsic,ALPN,,ALad1__prim,,left,VL2p_adPN,VL2p_adPN,,,
10322,g10204,statusLabel: Roughly traced,OCT,0.9,,,,,,visual_centrifugal,,,putative_primary,,right,OA-AL2i2,OA-AL2i2,,,
10323,g10184,"flywireType: CB0580,statusLabel: Roughly traced",GABA,0.84,,,,,,cb_intrinsic,,,putative_primary,,right,CL366,CL366,,,
10324,g10324,statusLabel: Roughly traced,ACH,0.76,,,,,,cb_intrinsic,CX,,DM4__prim,,right,ExR1,ExR1,,,
10325,g10325,"statusLabel: Roughly traced,supertype: 10325",ACH,0.93,,,,,,cb_intrinsic,,,VLPp&l1__prim,,right,AVLP572,AVLP572,,,
10326,g10144,statusLabel: Roughly traced,,,,,,,,cb_intrinsic,,,putative_primary,,left,SMP001,SMP001,,,
10327,g10327,statusLabel: Prelim Roughly traced,ACH,0.96,,,,,,visual_centrifugal,,,putative_primary,,right,LPT57,LPT57,,,
10328,g10328,"statusLabel: Roughly traced,supertype: 10328",ACH,0.89,,,,,,cb_intrinsic,,,DL1_ventral,,right,SMP709m,SMP709m,,,
10329,g10329,"statusLabel: Roughly traced,supertype: 10329",ACH,0.95,,,,,,cb_intrinsic,,,SMPpv2_ventral,,right,PVLP137,PVLP137,,,
10330,g10060,"flywireType: MeMe_e13,statusLabel: Roughly traced",ACH,0.96,,,,,,ol_intrinsic,ol_bilateral,,,,right,MeVPOL1,MeVPOL1,,,
